OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
638,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000841002865788526,5.26704806111487e-08
639,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000772752620477928,4.31013587479841e-08
640,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000815352269742112,4.66968837590904e-08
641,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000868808858535211,5.23570732859099e-08
642,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00105089000665234,5.96650291191453e-08
643,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000940773286599339,5.3994996502806e-08
644,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000865653782132856,5.21236661808342e-08
645,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000741160267773297,3.72819385059218e-08
646,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000706443206551062,3.54733742035235e-08
647,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000873722007613162,5.18586040613439e-08
648,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00130020681554231,1.00146293193065e-07
649,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00114621354749224,9.44121914183988e-08
650,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,True,Charlestown, ,Charlestown,0.958737045194633,0.0105384930444143
651,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.0007023111274632,3.25722495743971e-08
652,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000789086458071078,4.02119758098036e-08
653,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00134780199525307,5.52135046101251e-08
654,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Danbury,True,Danbury,Danbury, ,0.489937149771689,0.0122524295171393
655,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000668589059220919,3.04141968097919e-08
656,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00110133572496162,5.72938603484027e-08
657,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000715231381612681,3.50837749382609e-08
658,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00256299486228193,2.22639316084471e-07
659,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00273428962493169,2.55916420911265e-07
660,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00116017059424513,5.22047758574062e-08
661,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00109085022709154,8.76650457222042e-08
662,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Hamden,True,Hamden,Hamden, ,0.561349751233293,0.00927117722924874
663,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00104863429900595,6.26504584573297e-08
664,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00147148987006396,1.47609843424469e-07
665,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000769951017547199,3.36924960820705e-08
666,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000808499602751687,4.45581671629616e-08
667,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00077393827251087,3.54751278317768e-08
668,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000622336216811475,2.64350411760317e-08
669,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00133288132512625,1.08416852486332e-07
670,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00775631907655959,2.64036734782899e-06
671,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000530248216077966,1.91853607045877e-08
672,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000672490334046933,3.16166963025888e-08
673,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00100923709616204,5.70193315270741e-08
674,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,Cornwall,True,Cornwall, ,Cornwall,0.492324825353418,0.00614590166415913
675,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00067482733272333,2.84252229088148e-08
676,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00116557653931492,8.14628099956579e-08
677,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00466633760161914,1.34910973086318e-06
678,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00767008703532777,3.228426395118e-06
679,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000691892947159758,3.24245646893766e-08
680,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000776301672722658,4.01169542567086e-08
681,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00249229037335782,3.45478181020723e-07
682,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.001069373866946,7.93513641465716e-08
683,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00415833869833602,9.80922153816781e-07
684,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000867785976359605,5.49147908388835e-08
685,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,Cornwall-on-Hudson,True,Cornwall-on-Hudson, ,Cornwall-on-Hudson,0.149661102651208,0.000647873331905997
686,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.000795300403002913,4.20407381746529e-08
687,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00209947334466135,2.30390511667326e-07
688,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00153365424423729,1.27467617423916e-07
689,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.00103993632685892,4.86784357529168e-08
690,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000710197691797579,3.46062616854763e-08
691,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.0081305566389702,3.07214805910293e-06
692,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Little Compton,False, , , ,0.00190590960470242,2.34019075954517e-07
693,Land,Other States,RI,Rhode Island,CFIPS,5,Newport,OSP,Newport,False, , , ,0.000947010759314967,6.6262316668816e-08
694,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,True,Narragansett, ,Narragansett,0.445133557819629,0.00243178438803672
695,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00255919233569408,4.26015536679832e-07
696,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00307308788556173,4.88753469696929e-07
697,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,True,East Lyme,East Lyme, ,0.618965326940824,0.00968315556657168
698,Land,Other States,NY,New York,CNTYCODE,37,Putnam,SWIS,Carmel,True,Carmel, ,Carmel,0.801019207880575,0.0113675887436377
699,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Killingworth,True,Killingworth,Killingworth, ,0.522855200339469,0.0100197734884379
700,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Lyme,True,Lyme,Lyme, ,0.469191126229363,0.0096080323982462
701,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,True,Madison,Madison, ,0.963175684473604,0.010224617047554
702,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,Highlands,True,Highlands, ,Highlands,0.385634038698754,0.00932075188681996
703,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,North Haven,True,North Haven,North Haven, ,0.388114370991785,0.00588524747866164
704,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Chester,True,Chester,Chester, ,0.298978094612054,0.00468249593751365
705,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,True,Guilford,Guilford, ,0.829511032514206,0.0131532157922057
706,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Bethel,True,Bethel,Bethel, ,0.304218235395989,0.00472334576453641
707,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Waterford,True,Waterford,Waterford, ,0.673440162239681,0.00954233479754657
708,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00154881982460216,1.64222443710437e-07
709,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00294350365096954,4.35924865371937e-07
710,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,North Branford,True,North Branford,North Branford, ,0.40126103004438,0.00750450878921197
711,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00479654886348497,9.64181186257613e-07
712,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00285282491140007,4.19327116481847e-07
713,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Seymour,True,Seymour,Seymour, ,0.313773073165733,0.00416676401451197
714,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.0044682756413279,1.12379727991242e-06
715,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.0026661920615502,4.68149349446387e-07
716,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.0373820277988511,1.87045917492582e-05
717,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00521038470902106,1.25723823329481e-06
718,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.000751580326337016,3.4853991047931e-08
719,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00662705758477216,1.6622946352639e-06
720,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00163599295130614,1.66084870586055e-07
721,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,Woodbury,True,Woodbury, ,Woodbury,0.340085047966099,0.00462979013879776
722,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.0979897785859736,7.05640155412645e-05
723,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00327125818075544,4.47946410800155e-07
724,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00141081587404506,1.17605788843106e-07
725,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.000720481071599743,3.36725435118644e-08
726,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Groton,True,Groton,Groton, ,0.903443864763796,0.00899246191090129
727,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Deep River,True,Deep River,Deep River, ,0.352699531357568,0.00393922356700495
728,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.000555032084020621,2.2220360059349e-08
729,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.000942332853025953,5.91865938077907e-08
730,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.000861238659926661,4.49465445948017e-08
731,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00330992447668248,7.64688869889798e-07
732,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Woodbridge,True,Woodbridge,Woodbridge, ,0.328308012712024,0.00534912705121401
733,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Monroe,True,Monroe,Monroe, ,0.424536537643068,0.00732363585268162
734,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.0154504596220881,7.72460620563871e-06
735,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,New London,True,New London,New London, ,0.293605289301832,0.00173163712740817
736,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00878251303816988,3.20090900464005e-06
737,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.0287755080183649,2.54548455851166e-05
738,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Narragansett,False, , , ,0.00282880821214104,3.4096004478907e-07
739,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00139095214716234,1.22419710412406e-07
740,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.0017010043400539,1.51412182955886e-07
741,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Essex,True,Essex,Essex, ,0.270729260924584,0.00328516862351497
742,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00054222226931029,2.08228481281291e-08
743,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000696500681793905,2.11027440469092e-08
744,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00136444629786895,8.33878086308746e-08
745,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Westerly,False, , , ,0.00120011883939975,4.01649544687773e-08
746,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Ridgefield,True,Ridgefield,Ridgefield, ,0.405507160665854,0.00970772709521771
747,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00423980040164567,5.39549106039681e-07
748,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000845749950427031,3.1050280156413e-08
749,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000453685103570895,1.21123978218083e-08
750,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Shelton,True,Shelton,Shelton, ,0.425666427977768,0.00887970574786616
751,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00250579222007528,4.43502689204124e-07
752,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00091327381937704,5.71894114919976e-08
753,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00104325727114017,4.70268686280779e-08
754,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000451502655593397,1.37555018574495e-08
755,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00796443098839319,2.21160215416801e-06
756,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.0193566174645588,4.56206072505215e-06
757,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00578422839204439,9.4037987084914e-07
758,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00106488454552873,5.05105069197758e-08
759,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00251906402147589,3.00927728167968e-07
760,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000597089746792531,2.41496764906928e-08
761,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000991254773990731,6.18927414753441e-08
762,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000703368362577801,2.34504870280335e-08
763,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.0116311519781092,1.92321103918569e-06
764,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.0105717128296294,4.02993846212379e-06
765,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.00320558605142359,4.45433829260933e-07
766,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00189172186984803,1.89784365007228e-07
767,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.0203073861150055,9.39696108914175e-06
768,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,South Kingstown,False, , , ,0.000745450679466991,3.69962458910538e-08
769,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.0589899743561603,4.9179572390738e-05
770,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,North Salem,True,North Salem, ,North Salem,0.393602214881224,0.00646803865319169
771,Water,Water,RI,Rhode Island, ,9, , , ,False, , , ,0.00358269497558023,3.16430818336848e-07
772,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000634476931695499,2.88167328565692e-08
773,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00670155826387318,9.44444312873782e-07
774,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.01118676974593,3.43704280911842e-06
775,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00252049213460814,2.15463101825333e-07
776,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00185856270196666,1.17878064065517e-07
777,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00200947020217771,1.8926704234866e-07
778,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,True,Old Lyme,Old Lyme, ,0.608231784212095,0.00652659203024871
779,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000924285391957006,2.93076939470093e-08
780,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00331801227520735,6.20280065787203e-07
781,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.0014879189385635,9.16330656270277e-08
782,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Stonington,False, , , ,0.000588316588102736,2.28230987311401e-08
783,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.011335120350399,1.62126451206257e-06
784,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,East Haven,True,East Haven,East Haven, ,0.436857799399987,0.00350126706434225
785,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00414250089344458,4.22693584917195e-07
786,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00091664405798639,4.00972005216848e-08
787,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Ansonia,True,Ansonia,Ansonia, ,0.173935565874184,0.00174155535844958
788,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Stonington,False, , , ,0.00153492914702059,1.52061779957745e-07
789,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00155160687058286,1.1528954886724e-07
790,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Stonington,False, , , ,0.0010769789780391,7.12026437016804e-08
791,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00112423623863814,4.63509802369282e-08
792,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00125974116566797,6.98676137364384e-08
793,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.000949314194382996,5.87781118600833e-08
794,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Somers,True,Somers, ,Somers,0.447467360064174,0.00894698576036974
795,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Derby,True,Derby,Derby, ,0.223455001603431,0.00151130457222489
796,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,OSP,Charlestown,False, , , ,0.00104415885938504,7.44205841738328e-08
