OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
887,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,New London,False, , , ,0.000984598233012937,5.41383988464129e-08
888,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00320476313073887,4.7761567565463e-07
889,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.032457996865815,1.89056384835277e-05
890,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00148214879836428,1.34013409763234e-07
891,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00166343861284882,1.33580120190256e-07
892,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00154929871135031,1.17764763986235e-07
893,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.000425600619960735,1.13616302286682e-08
894,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.0287636268963462,1.84133082282553e-05
895,Land,Other States,NY,New York,CNTYCODE,33,Orange,SWIS,Tuxedo,True,Tuxedo, ,Tuxedo,0.0903144916331797,0.00039039891188002
896,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000911322891387812,4.97385009675893e-08
897,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Trumbull,True,Trumbull,Trumbull, ,0.373654192218268,0.006565257428958
898,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00516303971578745,1.16766873219734e-06
899,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.0928671711891688,0.00012267584763418
900,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000788058538484197,2.99317849667205e-08
901,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000526939285516328,1.69529853653921e-08
902,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Waterford,False, , , ,0.000662217748547627,2.58743367741525e-08
903,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000523119165930813,1.69406019255806e-08
904,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00110092465503184,7.35428109759358e-08
905,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000580731943215291,2.29361821176662e-08
906,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00113391935868477,7.26859909981778e-08
907,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000613868211579243,2.73294867976731e-08
908,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Waterford,False, , , ,0.00245662058340953,2.01221594832314e-07
909,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00938004877820848,3.61215836122071e-06
910,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000506157954407629,1.61070066934651e-08
911,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00136688444939334,1.0845576448502e-07
912,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000845500380684275,4.13652098880676e-08
913,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00205193963273409,1.84114043339146e-07
914,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00192849109384564,1.72310697166395e-07
915,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00422348992053361,4.6348680774749e-07
916,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00147737718202181,1.33925655680473e-07
917,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00319800173072966,2.75496178612312e-07
918,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.00581002723341878,5.60884266555236e-07
919,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00371226945009654,6.95081544612183e-07
920,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.0022052242554508,2.50778390445656e-07
921,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000492580902988276,1.63702854409527e-08
922,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000622241038021773,2.59208259744409e-08
923,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00187613037657088,1.43553646933204e-07
924,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00451039607882715,1.37088902041039e-06
925,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.00102660039332134,5.69792805321321e-08
926,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000745765119942353,3.18444430676353e-08
927,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,East Lyme,False, , , ,0.000951811483037509,5.89086325063157e-08
928,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00244510010394005,2.97384701811785e-07
929,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00342481251768525,3.41186361020982e-07
930,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Bedford,True,Bedford, ,Bedford,0.481608484433965,0.011002601862374
931,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.0111084468460585,1.53234739457184e-06
932,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.000655360902022588,2.99378069643872e-08
933,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.0117655530767723,6.90978866850612e-06
934,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.0240484131830139,2.56941708366451e-05
935,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00520606685001963,1.32428319463054e-06
936,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.000682558679362373,2.63277265221687e-08
937,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Clinton,False, , , ,0.000675647758383539,2.24540505088304e-08
938,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00110138541328972,8.93169446906303e-08
939,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00237069540033035,3.54549503252933e-07
940,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.00175109358042786,1.70930832586903e-07
941,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,TOWN_NO,Old Lyme,False, , , ,0.00757350928481797,2.33866462171297e-06
942,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.00755006799573489,1.1494061018437e-06
943,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.00320465791332755,7.11558863439131e-07
944,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,West Haven,False, , , ,0.00488766298583716,4.74104600218776e-07
945,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00567753504245937,6.44621059365732e-07
946,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00432210620852437,4.65653911390263e-07
947,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00148717383697681,1.01498622222816e-07
948,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00131427026748451,8.54278962533904e-08
949,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.00692116519210999,1.1182224384657e-06
950,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.0296548797076413,2.91039024916968e-05
951,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Milford,True,Milford,Milford, ,0.676183959558833,0.00616213743607905
952,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Weston,True,Weston,Weston, ,0.31102640317289,0.00574750540833014
953,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.00176013913365424,1.90289561615856e-07
954,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.00294047137495307,4.14278382356626e-07
955,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000577883098723137,1.94319570231133e-08
956,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.000340517115532795,8.11572653245555e-09
957,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.00130673059977261,1.03319756673044e-07
958,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.026757983984312,2.61673501127811e-05
959,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.000566321142917018,2.10121755586994e-08
960,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.000450123455477245,1.28125847211182e-08
961,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.000386672573116639,9.78407428889942e-09
962,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00375975970440129,2.5664524790759e-07
963,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.000706005480437036,2.37766586185679e-08
964,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Old Saybrook,False, , , ,0.000578851168296697,1.96906450498585e-08
965,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Clinton,False, , , ,0.0155790259108927,3.77219144021807e-06
966,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.000944412339828714,5.84810064183126e-08
967,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.00284244897718016,4.82674570632143e-07
968,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00102117446283253,4.37466777732027e-08
969,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00214099556068344,1.75913069777233e-07
970,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.000582527940461197,2.17718302544755e-08
971,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Stratford,True,Stratford,Stratford, ,0.782921083679695,0.00499974724850694
972,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00101626398473348,6.51002626195049e-08
973,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.000824316127470734,3.44188157674666e-08
974,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.00066092493271058,2.38389524667422e-08
975,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0069767482449405,1.44596655153881e-06
976,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.00229011748316183,1.82018763722323e-07
977,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.0187937112231305,4.0574735956392e-06
978,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Clinton,False, , , ,0.0568769147501545,3.38495630510791e-05
979,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,TOWN_NO,Wilton,True,Wilton,Wilton, ,0.368283883816664,0.00760226407854938
980,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,East Haven,False, , , ,0.0011846579621973,7.48066328843185e-08
981,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.000748019835654056,4.19632534383982e-08
982,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Madison,False, , , ,0.00455571987533146,1.28787359460712e-06
983,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,SWIS,Southold,False, , , ,0.0019719262579474,2.06160998820999e-07
984,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000292062999151225,5.8859792433153e-09
985,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00393837288798488,4.29773999236303e-07
986,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000574701792909096,1.72462956211461e-08
987,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000514446731321746,1.62602867854642e-08
988,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000396816802032704,1.03687025113223e-08
989,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00532346114134302,8.15013267524214e-07
990,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0012161843304635,9.07585798670804e-08
991,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000874203201301435,4.65627927662819e-08
992,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00178007588964417,1.78275022707001e-07
993,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00230852336551172,2.44318470802907e-07
994,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00189110967595397,1.94052025781225e-07
995,Land,Other States,NY,New York,CNTYCODE,55,Westchester,SWIS,Pound Ridge,True,Pound Ridge, ,Pound Ridge,0.385479254382573,0.00642273793987138
996,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00103047539085132,6.06549769205992e-08
997,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000650046833217461,2.54678359977984e-08
998,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000786746840085378,3.64818548128559e-08
999,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00110260518998731,6.05459275267574e-08
1000,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000347736434337543,8.03046609803019e-09
1001,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000344203229172656,7.89296685771951e-09
1002,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Westbrook,False, , , ,0.0304895265456249,2.76661946195798e-06
1003,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00041516663742582,1.10727937258758e-08
1004,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Clinton,False, , , ,0.00761104421440918,1.1464887741404e-06
1005,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00784590008018543,3.55940125345708e-06
1006,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000320883507601281,6.79711733434462e-09
1007,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000325906278689163,6.77851417693583e-09
1008,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00227738907667431,3.25750134014698e-07
1009,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000371178455368724,9.29451450624139e-09
1010,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000272882508350979,4.78450490501953e-09
1011,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00232436388370049,1.58873090499216e-07
1012,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000324572588775079,6.23861080626811e-09
1013,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000403505621020293,1.08794341959128e-08
1014,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000636165220053629,1.94153478605387e-08
1015,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000425963006814711,1.18792322387926e-08
1016,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000841178323723525,4.95015004780318e-08
1017,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00140232170417506,6.67860618931945e-08
1018,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000416906903192055,1.24091021507551e-08
1019,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000469032037729604,1.29272294078927e-08
1020,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000310224759421935,6.72774689899483e-09
1021,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000618967563318042,1.91730599266287e-08
1022,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000431033833783639,1.23116299912925e-08
1023,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000621372667062795,2.19147111738613e-08
1024,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000760692831935719,3.34699778687811e-08
1025,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00110091186959221,5.18365532145494e-08
1026,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000582192333903408,2.15520535033778e-08
1027,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000558509467887598,2.08761506267029e-08
1028,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000998462558363521,4.16488983237345e-08
1029,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00100454558887889,4.28912944539964e-08
1030,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000812823639609297,3.74897927267108e-08
1031,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000467895779549578,1.46010423971149e-08
1032,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00044378556072399,1.27989037937234e-08
1033,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00320008007312028,3.34341457605988e-07
1034,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000610229175226571,2.24543655594776e-08
1035,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00250737539054467,3.5171029110809e-07
1036,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000506753806146201,1.31727537762387e-08
1037,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000863590062881028,4.19333390069507e-08
1038,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00184750007497027,1.87795785246507e-07
1039,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000522495126003801,1.85262119706556e-08
1040,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00393822549156306,6.51177719220063e-07
1041,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000469177953235594,1.41847931686964e-08
1042,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0075704230358909,2.76021244216899e-06
1043,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.0144397921791756,2.98479014697486e-06
1044,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000513736511763568,1.3460850794448e-08
1045,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00228374078715743,2.62062353937893e-07
1046,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00128029537880553,9.95513462878686e-08
1047,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00056529389899848,2.33909080362971e-08
1048,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00125805843650074,1.07673871503167e-07
1049,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000581356905759348,1.44105581414937e-08
1050,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000417533206515673,1.23765714913464e-08
1051,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000331735719496489,7.42401600422759e-09
1052,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00036778480165124,9.36124590427595e-09
1053,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.002159833420175,3.06200860893596e-07
1054,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00168676552223434,1.93229930315263e-07
1055,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000341221703814103,8.47409138843921e-09
1056,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000332795138395058,6.87005900127716e-09
1057,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000408851976609604,9.73073631579222e-09
1058,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000300127949660425,5.81810272117296e-09
1059,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000363531310601537,7.82910108185938e-09
1060,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000253614225309622,4.00885737752004e-09
1061,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00048816211490192,1.65575828173223e-08
1062,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000335648839085767,6.65711712140234e-09
1063,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000658684338220082,1.99429607074698e-08
1064,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.000502412888095915,1.59566200633724e-08
1065,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00296602036727023,5.30754546603249e-07
1066,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00251777286665509,2.39583608503822e-07
1067,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000651318728777088,2.80740707278965e-08
1068,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000453206083324535,1.4842180030394e-08
1069,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000462070454863361,1.49962772503651e-08
1070,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.00152855181037955,1.21307171124083e-07
1071,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Guilford,False, , , ,0.00129537266339574,6.56637717193044e-08
1072,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000965854451529706,5.20660936932626e-08
1073,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,TOWN_NO,Branford,False, , , ,0.000349531153126762,8.46154198256629e-09
1074,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,TOWN_NO,Clinton,False, , , ,0.000843592612058365,4.53777858449175e-08
